SciName,Country,iq,itq,ivq,turf,SpeciesCat
Centropomidae,Philippines,FALSE,FALSE,FALSE,TRUE,33
Chamelea gallina,Italy,FALSE,FALSE,FALSE,TRUE,56
Chionoecetes bairdi,United States,FALSE,TRUE,FALSE,FALSE,42
Chionoecetes japonicus,Japan,FALSE,FALSE,FALSE,TRUE,42
Chionoecetes opilio,United States,FALSE,TRUE,FALSE,FALSE,42
Chionoecetes opilio,Canada,FALSE,FALSE,FALSE,TRUE,42
Chlamys vitrea,Chile,FALSE,FALSE,FALSE,TRUE,55
Chondracanthus chamissoi,Chile,FALSE,FALSE,FALSE,TRUE,92
Choromytilus chorus,Chile,FALSE,FALSE,FALSE,TRUE,54
Chorus giganteus,Chile,FALSE,FALSE,FALSE,TRUE,52
Chrysophrys auratus,Australia,FALSE,TRUE,FALSE,FALSE,33
Chrysophrys auratus,New Zealand,FALSE,TRUE,FALSE,FALSE,33
Clam spp,United States,FALSE,FALSE,FALSE,TRUE,56
Clam spp,Japan,FALSE,FALSE,FALSE,TRUE,56
Clam spp,Netherlands,FALSE,FALSE,FALSE,TRUE,56
Clam spp,Vanuatu,FALSE,FALSE,FALSE,TRUE,56
Cololabis saira,Japan,FALSE,FALSE,FALSE,TRUE,37
Concholepas concholepas,Chile,FALSE,FALSE,FALSE,TRUE,52
Conger conger,France,FALSE,FALSE,FALSE,TRUE,34
Crassostrea gigas,United Kingdom,FALSE,FALSE,FALSE,TRUE,53
Cypraea tigris,Fiji,FALSE,FALSE,FALSE,TRUE,58
Dentex dentex,France,FALSE,FALSE,FALSE,TRUE,33
Dicentrarchus labrax,France,FALSE,FALSE,FALSE,TRUE,33
Dicentrarchus labrax,Greece,FALSE,FALSE,FALSE,TRUE,33
Diplodus spp,France,FALSE,FALSE,FALSE,TRUE,33
Dissostichus eleginoides,Australia,FALSE,TRUE,FALSE,FALSE,34
Donax trunculus,Italy,FALSE,FALSE,FALSE,TRUE,56
Engraulis ringens,Peru,FALSE,FALSE,TRUE,FALSE,35
Ensis macha,Chile,FALSE,FALSE,FALSE,TRUE,56
Ensis minor,Italy,FALSE,FALSE,FALSE,TRUE,57
Enteroctopus megalocyathus,Chile,FALSE,FALSE,FALSE,TRUE,57
Eopsetta jordani,United States,FALSE,TRUE,FALSE,FALSE,31
Epigonus telescopus,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Epinephelus flavolimbatus,United States,FALSE,TRUE,FALSE,FALSE,33
Epinephelus morio,United States,FALSE,TRUE,FALSE,FALSE,33
Fissurella bridgesii,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella costata,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella cumingi,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella latimarginata,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella maxima,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella nigra,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella picta,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella pulchra,Chile,FALSE,FALSE,FALSE,TRUE,58
Fissurella spp,Chile,FALSE,FALSE,FALSE,TRUE,58
Gadus macrocephalus,United States,FALSE,TRUE,FALSE,FALSE,32
Gari solida,Chile,FALSE,FALSE,FALSE,TRUE,56
Genypterus blacodes,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Genypterus blacodes,Australia,FALSE,TRUE,FALSE,FALSE,34
Gerres filamentosus,Vietnam,FALSE,FALSE,FALSE,TRUE,33
Gigartina skottsbergii,Chile,FALSE,FALSE,FALSE,TRUE,92
Glossogobius giuris,Vietnam,FALSE,FALSE,FALSE,TRUE,13
Gracilaria chilensis,Chile,FALSE,FALSE,FALSE,TRUE,92
Haliotis corrugata,Mexico,FALSE,FALSE,FALSE,TRUE,52
Haliotis discus,Japan,FALSE,FALSE,FALSE,TRUE,52
Haliotis fulgens,Mexico,FALSE,FALSE,FALSE,TRUE,52
Haliotis ruber,Japan,FALSE,FALSE,FALSE,TRUE,52
Haliotis rufescens,Chile,FALSE,FALSE,FALSE,TRUE,52
Haliotis spp,Japan,FALSE,FALSE,FALSE,TRUE,52
Hippoglossoides elassodon,United States,FALSE,TRUE,FALSE,FALSE,31
Holothurian,Fiji,FALSE,FALSE,FALSE,TRUE,58
Homalaspis plana,Chile,FALSE,FALSE,FALSE,TRUE,42
Hoplostethus atlanticus,Australia,FALSE,TRUE,FALSE,FALSE,34
Hyperoglyphe antarctica,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Japanese oysters,Netherlands,FALSE,FALSE,FALSE,TRUE,53
Jasus edwardsii,New Zealand,FALSE,TRUE,FALSE,FALSE,43
Jasus edwardsii,Australia,FALSE,TRUE,FALSE,FALSE,43
Kathetostoma giganteum,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Lambis lambis,Fiji,FALSE,FALSE,FALSE,TRUE,52
Latidae,Philippines,FALSE,FALSE,FALSE,TRUE,13
Lenthrinus harak,Fiji,FALSE,FALSE,FALSE,TRUE,33
Lepidopsetta polyxystra,United States,FALSE,TRUE,FALSE,FALSE,31
Lethrinus atsinkoni,Fiji,FALSE,FALSE,FALSE,TRUE,33
Limanda aspera,United States,FALSE,TRUE,FALSE,FALSE,31
Lithodes antarctica,Chile,FALSE,FALSE,FALSE,TRUE,42
Liza aurata,Greece,FALSE,FALSE,FALSE,TRUE,33
Liza ramada,Greece,FALSE,FALSE,FALSE,TRUE,33
Liza saliens,Greece,FALSE,FALSE,FALSE,TRUE,33
Lopholatilus chamaeleonticeps,United States,FALSE,TRUE,FALSE,FALSE,34
Loxechinus albus,Chile,FALSE,FALSE,FALSE,TRUE,76
Lutjanid spp,Philippines,FALSE,FALSE,FALSE,TRUE,33
Mackerel,Netherlands,FALSE,FALSE,FALSE,TRUE,37
Macrocystis integrifolia,Chile,FALSE,FALSE,FALSE,TRUE,91
Macruronus magellanicus,Argentina,FALSE,FALSE,TRUE,FALSE,32
Macruronus novaezelandiae,Australia,FALSE,TRUE,FALSE,FALSE,32
Maja squinado,Spain,FALSE,FALSE,FALSE,TRUE,42
Meretrix lyrata,Vietnam,FALSE,FALSE,FALSE,TRUE,56
Meretrix lusoria,Japan,FALSE,FALSE,FALSE,TRUE,56
Merluccius hubbsi,Argentina,FALSE,FALSE,TRUE,FALSE,32
Merluccius merluccius,France,FALSE,FALSE,FALSE,TRUE,32
Mesodesma donacium,Chile,FALSE,FALSE,FALSE,TRUE,56
Metacarcinus magister,United States,FALSE,FALSE,FALSE,TRUE,42
Metapenaeus dobsoni,Sri Lanka,FALSE,FALSE,FALSE,TRUE,45
Metapenaeus dobsoni,India,FALSE,FALSE,FALSE,TRUE,45
Metapenaeus endeavours,Australia,FALSE,FALSE,FALSE,TRUE,45
Metapenaeus ensis,Vietnam,FALSE,FALSE,FALSE,TRUE,45
Metapenaeus monoceros,India,FALSE,FALSE,FALSE,TRUE,45
Metapenaeus moyebi,Sri Lanka,FALSE,FALSE,FALSE,TRUE,45
Micromesistius australis,Argentina,FALSE,FALSE,TRUE,FALSE,32
Microstomus pacificus,United States,FALSE,TRUE,FALSE,FALSE,31
Mugil cephalus,Greece,FALSE,FALSE,FALSE,TRUE,33
Mugilidae spp.,France,FALSE,FALSE,FALSE,TRUE,33
Mulinia edulis,Chile,FALSE,FALSE,FALSE,TRUE,56
Mulinia spp,Chile,FALSE,FALSE,FALSE,TRUE,56
Mullet spp,Netherlands,FALSE,FALSE,FALSE,TRUE,33
Mullus barbatus,France,FALSE,FALSE,FALSE,TRUE,33
Mullus surmuletus,France,FALSE,FALSE,FALSE,TRUE,33
Mycteroperca bonaci,United States,FALSE,TRUE,FALSE,FALSE,33
Mycteroperca microlepis,United States,FALSE,TRUE,FALSE,FALSE,33
Mycteroperca rosacea,Mexico,FALSE,FALSE,FALSE,TRUE,33
Mytilus chilensis,Chile,FALSE,FALSE,FALSE,TRUE,54
Mytilus edulis,United Kingdom,FALSE,FALSE,FALSE,TRUE,54
Necora puber,Spain,FALSE,FALSE,FALSE,TRUE,42
Nemadactylus macropterus,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Nemadactylus macropterus,Australia,FALSE,TRUE,FALSE,FALSE,34
Neoplatycephalus richardsoni,Australia,FALSE,TRUE,FALSE,FALSE,33
Normanichthys crockeri,Chile,FALSE,FALSE,FALSE,TRUE,33
Octopus mimus,Chile,FALSE,FALSE,FALSE,TRUE,57
Octopus spp,Vanuatu,FALSE,FALSE,FALSE,TRUE,57
Octopus vulgaris,Spain,FALSE,FALSE,FALSE,TRUE,57
Odontocymbiola magallanica,Chile,FALSE,FALSE,FALSE,TRUE,58
Oncorhynchus gorbuscha,United States,FALSE,FALSE,FALSE,TRUE,23
Oncorhynchus keta,United States,FALSE,FALSE,FALSE,TRUE,23
Oncorhynchus kisutch,United States,FALSE,FALSE,FALSE,TRUE,23
Oncorhynchus mykiss,United States,FALSE,FALSE,FALSE,TRUE,23
Oncorhynchus nerka,United States,FALSE,FALSE,FALSE,TRUE,23
Oncorhynchus tshawytscha,United States,FALSE,FALSE,FALSE,TRUE,23
Ophiodon elongatus,United States,FALSE,TRUE,FALSE,FALSE,33
Opisthonema oglinum,Chile,FALSE,FALSE,FALSE,TRUE,35
Ostrea edulis,United Kingdom,FALSE,FALSE,FALSE,TRUE,53
Oyster spp,United States,FALSE,FALSE,FALSE,TRUE,53
Oyster spp,United Kingdom,FALSE,FALSE,FALSE,TRUE,53
Penaeus indicus,India,FALSE,FALSE,FALSE,TRUE,45
Pagellus spp,France,FALSE,FALSE,FALSE,TRUE,33
Pagrus pagrus,France,FALSE,FALSE,FALSE,TRUE,33
Palaemon serratus,Spain,FALSE,FALSE,FALSE,TRUE,45
Palinurus elephas,France,FALSE,FALSE,FALSE,TRUE,43
Pandalus borealis,Sweden,FALSE,FALSE,FALSE,TRUE,45
Panopea generosa,United States,FALSE,FALSE,FALSE,TRUE,56
Panopea globosa,Mexico,FALSE,FALSE,FALSE,TRUE,58
Panulirus argus,Belize,FALSE,FALSE,FALSE,TRUE,43
Panulirus argus,Mexico,FALSE,FALSE,FALSE,TRUE,43
Panulirus interruptus,Mexico,FALSE,FALSE,FALSE,TRUE,43
Panulirus spp,Belize,FALSE,FALSE,FALSE,TRUE,43
Papustyla pulcherrima,Vanuatu,FALSE,FALSE,FALSE,TRUE,58
Paracentrotus lividus,Spain,FALSE,FALSE,FALSE,TRUE,76
Paralabrax maculatofasciatusæ,Mexico,FALSE,FALSE,FALSE,TRUE,33
Paralichthys dentatus,United States,FALSE,TRUE,FALSE,FALSE,31
Paralithodes camtschaticus,United States,FALSE,TRUE,FALSE,FALSE,44
Paralomis granulosa,Chile,FALSE,FALSE,FALSE,TRUE,44
Parophrys vetulus,United States,FALSE,TRUE,FALSE,FALSE,31
Pattalus mollis,Chile,FALSE,FALSE,FALSE,TRUE,77
Pecten maximus,Chile,FALSE,FALSE,FALSE,TRUE,55
Penaeus esculentus,Australia,FALSE,FALSE,FALSE,TRUE,45
Penaeus indicus,Sri Lanka,FALSE,FALSE,FALSE,TRUE,45
Penaeus indicus,India,FALSE,FALSE,FALSE,TRUE,45
Penaeus latisulcatus,Australia,FALSE,FALSE,FALSE,TRUE,45
Penaeus merguiensis,Australia,FALSE,FALSE,FALSE,TRUE,45
Penaeus monodon,Vietnam,FALSE,FALSE,FALSE,TRUE,45
Penaeus monodon,India,FALSE,FALSE,FALSE,TRUE,45
Penaeus semisulcatus,Vietnam,FALSE,FALSE,FALSE,TRUE,45
Penaeus semisulcatus,Sri Lanka,FALSE,FALSE,FALSE,TRUE,45
Penaeus indicus,Fiji,FALSE,FALSE,FALSE,TRUE,45
Perna perna,Chile,FALSE,FALSE,FALSE,TRUE,54
Pinna rugosa,Mexico,FALSE,FALSE,FALSE,TRUE,55
Platichthys stellatus,United States,FALSE,TRUE,FALSE,FALSE,31
Platycephalus conatus,Australia,FALSE,TRUE,FALSE,FALSE,33
Pleurogrammus monopterygius,United States,FALSE,TRUE,FALSE,FALSE,33
Pollicipes pollicipes,Spain,FALSE,FALSE,FALSE,TRUE,47
Pomacentridae,Philippines,FALSE,FALSE,FALSE,TRUE,33
Portunus pelagicus,Vietnam,FALSE,FALSE,FALSE,TRUE,42
Portunus sanguinolentus,Vietnam,FALSE,FALSE,FALSE,TRUE,42
Protothaca thaca,Chile,FALSE,FALSE,FALSE,TRUE,56
Pseudocarcinus gigas,Australia,FALSE,TRUE,FALSE,FALSE,42
Pseudocardium sachalinense,Japan,FALSE,FALSE,FALSE,TRUE,56
Pseudocyttus maculatus,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Pyura chilensis,Chile,FALSE,FALSE,FALSE,TRUE,74
Razor clams,Netherlands,FALSE,FALSE,FALSE,TRUE,56
Reef fish,Vanuatu,FALSE,FALSE,FALSE,TRUE,33
Reinhardtius stomias,United States,FALSE,TRUE,FALSE,FALSE,31
Rexea solandri,Australia,FALSE,TRUE,FALSE,FALSE,34
Rexea solandri,New Zealand,FALSE,TRUE,FALSE,FALSE,34
Sandeel,Japan,FALSE,FALSE,FALSE,TRUE,33
Sarcothalia crispata,Chile,FALSE,FALSE,FALSE,TRUE,92
Sardinops melanostictus,Japan,FALSE,FALSE,FALSE,TRUE,35
Sarpa salpa,France,FALSE,FALSE,FALSE,TRUE,33
Scallop spp,United Kingdom,FALSE,FALSE,FALSE,TRUE,55
Scomber japonicus,Japan,FALSE,FALSE,FALSE,TRUE,37
Scomber japonicus,Chile,FALSE,FALSE,FALSE,TRUE,37
Scorpaena notata,France,FALSE,FALSE,FALSE,TRUE,34
Scorpaena porcus,France,FALSE,FALSE,FALSE,TRUE,34
Scorpaena scrofa,France,FALSE,FALSE,FALSE,TRUE,34
Scorpaena spp,France,FALSE,FALSE,FALSE,TRUE,34
Scylla serrata,Vietnam,FALSE,FALSE,FALSE,TRUE,42
Sea bass spp,Netherlands,FALSE,FALSE,FALSE,TRUE,33
Sea cucumber,Vanuatu,FALSE,FALSE,FALSE,TRUE,77
Sea cucumbers,Japan,FALSE,FALSE,FALSE,TRUE,77
Sea squirt,Chile,FALSE,FALSE,FALSE,TRUE,74
Sebastes alutus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes chlorostictus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes crameri,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes diploproa,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes elongatus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes entomelas,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes flavidus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes goodei,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes jordani,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes levis,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes melanostomus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes paucispinis,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes pinniger,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes pinniger,Canada,FALSE,FALSE,TRUE,FALSE,34
Sebastes ruberrimus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastes rufus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastolobus alascanus,United States,FALSE,TRUE,FALSE,FALSE,34
Sebastolobus altivelis,United States,FALSE,TRUE,FALSE,FALSE,34
Semele solida,Chile,FALSE,FALSE,FALSE,TRUE,56
Sepia bertheloti,Chile,FALSE,FALSE,FALSE,TRUE,57
Sepia officinalis,France,FALSE,FALSE,FALSE,TRUE,57
Sergia lucens,Japan,FALSE,FALSE,FALSE,TRUE,45
Seriola quinqueradiata,Japan,FALSE,FALSE,FALSE,TRUE,37
Seriolella brama,Australia,FALSE,TRUE,FALSE,FALSE,34
Seriolella punctata,Australia,FALSE,TRUE,FALSE,FALSE,34
Serranid spp,Philippines,FALSE,FALSE,FALSE,TRUE,33
Serranus cabrilla,France,FALSE,FALSE,FALSE,TRUE,33
Serranus scriba,France,FALSE,FALSE,FALSE,TRUE,33
Serranus spp.,France,FALSE,FALSE,FALSE,TRUE,33
Shellfish spp,Vanuatu,FALSE,FALSE,FALSE,TRUE,58
Siganus spp,Vietnam,FALSE,FALSE,FALSE,TRUE,33
Sillago flindersi,Australia,FALSE,TRUE,FALSE,FALSE,33
Smelt spp,Netherlands,FALSE,FALSE,FALSE,TRUE,33
Solea aegyptiaca,France,FALSE,FALSE,FALSE,TRUE,31
Solea solea,France,FALSE,FALSE,FALSE,TRUE,31
Sparus aurata,Greece,FALSE,FALSE,FALSE,TRUE,33
Sparus aurata,France,FALSE,FALSE,FALSE,TRUE,33
Spisula solidissima,United States,FALSE,TRUE,FALSE,FALSE,56
Spondyliosoma cantharus,France,FALSE,FALSE,FALSE,TRUE,33
Spondylus calcifer,Mexico,FALSE,FALSE,FALSE,TRUE,53
Sprat spp,Netherlands,FALSE,FALSE,FALSE,TRUE,33
Sprattus fuegensis,Chile,FALSE,FALSE,FALSE,TRUE,35
Symphodus spp,France,FALSE,FALSE,FALSE,TRUE,33
Tagelus dombeii,Chile,FALSE,FALSE,FALSE,TRUE,56
Tapes decussatus,Italy,FALSE,FALSE,FALSE,TRUE,56
Tegula atra,Chile,FALSE,FALSE,FALSE,TRUE,58
Thais chocolata,Chile,FALSE,FALSE,FALSE,TRUE,52
Theragra chalcogramma,Japan,FALSE,FALSE,FALSE,TRUE,32
Terapon theraps,Vietnam,FALSE,FALSE,FALSE,TRUE,33
Todarodes pacificus,Japan,FALSE,FALSE,FALSE,TRUE,57
Trachinus spp.,France,FALSE,FALSE,FALSE,TRUE,33
Trachurus capensis,South Africa,TRUE,FALSE,FALSE,FALSE,37
Trachurus japonicus,Japan,FALSE,FALSE,FALSE,TRUE,37
Trachypenaeus sp,Australia,FALSE,FALSE,FALSE,TRUE,45
Tripneustes gratilla,Fiji,FALSE,FALSE,FALSE,TRUE,76
Trochus spp,Vanuatu,FALSE,FALSE,FALSE,TRUE,58
Trophon spp,Chile,FALSE,FALSE,FALSE,TRUE,58
Uranoscopus scaber,France,FALSE,FALSE,FALSE,TRUE,34
Venerupis aurea,Italy,FALSE,FALSE,FALSE,TRUE,56
Venus antiqua,Chile,FALSE,FALSE,FALSE,TRUE,56
Venus verrucosa,Italy,FALSE,FALSE,FALSE,TRUE,56
Xanthochorus cassidiformis,Chile,FALSE,FALSE,FALSE,TRUE,58
